id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness,popularity,release_decade,secondary_moods,language,explicit
4032,Midnight Motion Library,PaperProject4032,jazz,intense,0.51,116,0.37,0.48,0.38,83,1970s,uplifting|wistful,japanese,false
4033,Winter Fire Burning,LunarGarden4033,pop,peaceful,0.97,83,0.72,0.46,0.07,28,2000s,moody|wistful,portuguese,true
4034,Velvet Rain Glass,PaperMachine4034,edm,melancholy,0.67,110,0.04,0.74,0.68,59,1970s,bittersweet|aggressive,portuguese,false
4035,Glass City Falling,AmberMachine4035,pop,sad,0.45,85,0.29,0.54,0.57,44,1980s,bright|cozy,spanish,false
4036,Golden Echo Iron,IndigoMachine4036,kpop,sad,1.00,98,0.00,0.33,0.39,21,2000s,aggressive|gritty,hindi,true
4037,Rising Parade Crystal,VoltParade4037,latin,angry,0.26,100,0.52,0.47,0.53,35,1980s,triumphant|uplifting,hindi,false
4038,Broken Pulse Winter,GlassSound4038,country,peaceful,0.75,126,0.40,0.63,1.00,17,1990s,dreamy|focused,english,false
4039,Desert Echo Rising,StaticHouse4039,jazz,angry,0.18,125,0.60,0.44,0.27,80,1970s,tender|warm,french,true
4040,Shadow Runner Paper,CrimsonGarden4040,country,angry,0.49,117,0.60,0.65,0.70,47,1970s,cozy|gritty,hindi,false
4041,Falling Streets Hollow,NovaLanterns4041,indie,romantic,0.31,103,0.59,0.77,0.58,39,1990s,aggressive|dreamy,hindi,false
4042,Falling Dreams Ocean,EchoGarden4042,pop,intense,0.56,93,0.78,0.36,0.62,60,2010s,fierce|dark,portuguese,false
4043,Velvet Sky Sunrise,SolarHouse4043,hiphop,energetic,0.89,122,0.34,0.61,0.56,15,1990s,fierce|introspective,hindi,true
4044,Desert Dreams Neon,NeonMachine4044,classical,energetic,0.41,136,0.45,0.31,0.00,37,1980s,playful|bittersweet,korean,true
4045,Desert Sky City,SilverEcho4045,latin,happy,0.25,145,0.41,0.68,0.05,66,2020s,bittersweet|moody,hindi,false
4046,Neon Static Hollow,NovaUnion4046,jazz,peaceful,0.59,118,0.41,0.17,0.31,78,2010s,tender|focused,hindi,false
4047,Velvet Drift Desert,SolarSignal4047,lofi,romantic,0.67,95,0.41,0.60,0.42,73,2020s,tender|moody,korean,false
4048,Desert Heart Hollow,EchoHouse4048,rock,energetic,0.80,109,0.30,0.38,0.46,39,1980s,warm|triumphant,german,false
4049,Rooftop Bloom Frozen,GoldenCollective4049,edm,angry,0.09,94,0.64,0.31,0.71,63,1970s,aggressive|introspective,german,true
4050,Glass Signal Iron,CrimsonSociety4050,metal,energetic,0.51,79,0.36,0.22,0.47,63,2020s,dreamy|bittersweet,spanish,true
4051,City Nights Amber,ShadowParade4051,classical,chill,0.56,143,0.54,0.58,0.42,67,1970s,playful|introspective,spanish,false
4052,Library Streets Glass,PaperHouse4052,lofi,romantic,0.42,102,0.52,0.41,0.77,54,2010s,bittersweet|focused,korean,false
4053,Winter Lights Sunrise,Velvetline4053,kpop,romantic,0.12,125,0.43,0.48,0.43,63,1980s,cozy|uplifting,english,true
4054,Rising Heart Broken,StaticSignal4054,reggae,peaceful,0.09,131,0.51,0.67,0.65,47,2020s,bright|cozy,japanese,false
4055,Amber Hymn Storm,Velvet74055,rock,peaceful,0.70,74,0.33,0.66,0.82,48,1970s,uplifting|tender,german,false
4056,Neon Motion Broken,GlassSociety4056,metal,energetic,0.76,72,0.57,0.52,0.00,73,2020s,tender|aggressive,portuguese,false
4057,Wild Sky Falling,PaperProject4057,rock,happy,0.61,95,0.72,0.71,0.42,24,1970s,focused|uplifting,portuguese,false
4058,Crystal Rain Ocean,ShadowMachine4058,reggae,sad,0.45,177,0.56,0.54,0.34,51,1980s,bright|gritty,korean,false
4059,Iron Motion Falling,Static74059,kpop,melancholy,0.25,102,0.02,0.68,0.00,56,1980s,nostalgic|cozy,spanish,false
4060,Summer Runner Amber,IronMachine4060,metal,romantic,0.46,144,0.55,0.69,0.26,42,1980s,triumphant|bittersweet,spanish,false
4061,City Runner Shadow,PaperTheory4061,latin,hopeful,1.00,126,0.50,0.74,0.03,74,1990s,aggressive|triumphant,spanish,true
4062,Rising Fire Rooftop,PaperCircuit4062,metal,chill,0.35,144,0.52,0.21,0.55,75,2010s,dark|moody,hindi,false
4063,Sunrise Horizon Golden,VoltCircuit4063,latin,happy,0.30,84,0.40,0.61,0.00,11,2020s,dark|warm,english,false
4064,Sunrise Runner Ocean,LunarDrift4064,rnb,energetic,0.45,120,0.55,0.75,0.36,17,2010s,dark|warm,german,false
4065,Distant Drift Ocean,LoHouse4065,indie,melancholy,0.66,101,0.46,0.39,0.97,47,1970s,moody|warm,korean,false
4066,Faded Waves Sunrise,VoltMachine4066,indie,romantic,0.45,145,0.57,0.48,0.51,50,1990s,dreamy|focused,hindi,false
4067,Rooftop Runner Desert,StaticCircuit4067,pop,melancholy,0.69,130,0.33,0.75,0.00,54,1970s,nostalgic|dark,korean,false
4068,Frozen Signal Broken,SolarDrift4068,country,intense,0.67,92,0.55,0.40,0.57,59,2000s,uplifting|nostalgic,german,true
4069,Hollow Dreams Broken,LoUnion4069,metal,chill,0.49,112,0.86,0.56,0.03,58,1990s,tender|triumphant,english,false
4070,Silent Horizon Velvet,CrimsonProject4070,rock,peaceful,0.67,122,0.24,0.35,0.00,11,2020s,gritty|fierce,japanese,false
4071,Iron Road Distant,LoGarden4071,country,happy,1.00,66,0.05,0.46,0.60,75,2020s,triumphant|tender,german,false
4072,Storm Sky Crystal,Solar74072,indie,chill,0.78,140,0.88,0.55,0.00,80,2020s,tender|introspective,korean,false
4073,Velvet Waves Storm,IronGarden4073,reggae,angry,0.17,78,0.38,0.48,0.43,24,1970s,uplifting|tender,french,true
4074,Desert Nights Silent,PaperParade4074,reggae,angry,0.70,96,0.89,0.78,0.85,59,1990s,moody|tender,german,false
4075,Crystal Dreams Golden,PixelCircuit4075,lofi,angry,0.79,67,0.63,0.82,0.35,53,1990s,wistful|warm,spanish,false
4076,Shadow Reverie Amber,EchoSound4076,lofi,happy,1.00,134,0.96,0.61,0.00,29,2010s,nostalgic|bright,german,false
4077,Library Runner Storm,VoltLanterns4077,rock,angry,0.10,108,0.56,0.49,0.00,41,1980s,dreamy|cozy,german,false
4078,City Nights Summer,GoldenCollective4078,pop,chill,0.71,83,0.26,0.52,0.07,68,1970s,gritty|nostalgic,portuguese,false
4079,Shadow Parade Sunrise,CosmicProject4079,latin,angry,0.53,166,0.75,0.67,0.35,24,1980s,bright|triumphant,korean,false
4080,Summer Lights Glass,NovaUnion4080,rnb,chill,0.83,59,0.15,0.67,0.29,50,2020s,warm|uplifting,german,false
4081,Distant Reverie Falling,CrimsonRoom4081,rock,hopeful,0.66,101,0.54,0.69,0.00,22,2010s,tender|introspective,french,false
4082,City Nights Distant,Silverline4082,rnb,sad,0.72,131,0.63,0.67,0.00,47,2020s,dreamy|dark,spanish,false
4083,Midnight Coding Burning,PaperEcho4083,kpop,romantic,0.65,107,0.36,0.18,0.08,67,2010s,bright|focused,spanish,false
4084,Wild City Summer,Amberline4084,metal,intense,0.66,87,0.43,0.39,0.67,71,1980s,moody|uplifting,english,false
4085,Velvet Hymn Crystal,IronUnion4085,kpop,sad,0.40,64,0.39,0.48,0.60,25,1980s,dreamy|playful,japanese,false
4086,Glass Rain Frozen,NovaTheory4086,rock,romantic,0.67,138,0.20,0.45,0.00,4,1970s,triumphant|dark,korean,false
4087,Falling Parade Golden,VoltUnion4087,edm,chill,0.82,88,0.30,0.29,0.05,36,2020s,nostalgic|warm,spanish,false
4088,Frozen Coding Library,GoldenTheory4088,latin,sad,0.57,91,0.56,0.20,0.41,63,1970s,uplifting|cozy,hindi,false
4089,City Rain Library,AmberSignal4089,edm,peaceful,0.55,78,0.33,0.49,0.78,43,1990s,bittersweet|playful,hindi,false
4090,Rooftop Waves Falling,SilverSound4090,jazz,hopeful,0.38,120,0.62,0.72,0.69,28,1980s,nostalgic|introspective,korean,false
4091,Midnight Bloom Faded,Ironline4091,jazz,happy,0.19,126,0.72,0.74,0.72,64,1980s,introspective|gritty,english,false
4092,Broken Rain Electric,LunarWave4092,country,hopeful,0.33,122,0.30,0.86,0.94,52,2020s,triumphant|bright,spanish,false
4093,Winter Pulse Storm,ShadowSociety4093,reggae,angry,0.82,127,0.41,0.76,0.31,49,2010s,nostalgic|fierce,hindi,false
4094,City Streets Desert,SolarRiders4094,reggae,intense,0.00,63,0.65,0.51,0.53,25,2020s,bittersweet|gritty,japanese,false
4095,Desert Road City,LunarLanterns4095,classical,hopeful,0.82,181,1.00,0.19,0.04,28,2000s,warm|dark,hindi,true
4096,Falling Road Falling,ShadowRoom4096,country,romantic,0.73,200,0.59,0.18,0.55,43,2010s,playful|bright,portuguese,false
4097,Frozen Fire Distant,Velvetline4097,folk,sad,0.14,146,0.62,0.41,0.30,34,2020s,playful|aggressive,spanish,false
4098,Summer Fire Ocean,StaticHouse4098,reggae,sad,0.44,92,0.13,0.77,0.47,74,1970s,fierce|bittersweet,hindi,false
4099,Amber Nights Velvet,GlassLanterns4099,folk,angry,0.55,155,0.37,0.51,0.37,69,1980s,introspective|uplifting,hindi,true
4100,Summer Bloom Burning,VoltSound4100,reggae,romantic,0.57,109,0.25,0.48,0.64,37,1980s,dreamy|cozy,japanese,false
4101,Wild Road Rising,GoldenEcho4101,metal,peaceful,0.80,63,0.01,0.32,0.39,43,2000s,warm|cozy,english,false
4102,Rooftop Drift Paper,IndigoGarden4102,rnb,romantic,0.63,89,0.30,0.77,0.13,51,2000s,nostalgic|playful,french,false
4103,Iron Nights Distant,AmberTheory4103,rock,happy,0.29,135,0.58,0.39,0.41,54,1970s,focused|bright,spanish,false
4104,Amber Rain City,IronProject4104,jazz,hopeful,0.84,97,0.84,0.92,0.72,56,1990s,bright|playful,portuguese,false
4105,Broken Fire Desert,AmberWave4105,edm,chill,0.46,100,0.24,0.63,0.00,64,2000s,uplifting|fierce,spanish,false
4106,Ocean Pulse Wild,GlassWave4106,rnb,chill,0.82,118,0.55,0.20,0.49,59,2010s,wistful|uplifting,german,false
4107,Crystal Fire Broken,Static74107,hiphop,chill,0.97,88,0.43,0.81,0.41,77,2000s,warm|aggressive,japanese,false
4108,Sunrise Bloom Faded,EchoLanterns4108,metal,melancholy,0.81,103,0.83,0.48,0.51,59,1980s,cozy|uplifting,english,false
4109,Velvet Dreams Paper,SilverWave4109,reggae,angry,0.53,138,0.54,0.28,1.00,41,2020s,triumphant|gritty,german,false
4110,Frozen Dreams Neon,CrimsonProject4110,folk,romantic,0.54,127,0.42,0.88,0.34,44,1990s,dreamy|bright,japanese,false
4111,Paper Hymn Ocean,PaperCollective4111,metal,energetic,0.44,150,0.21,0.61,0.68,10,2010s,dreamy|wistful,portuguese,false
4112,Broken Sky Winter,IndigoWave4112,lofi,happy,0.58,56,0.22,0.51,0.10,14,2020s,gritty|dark,hindi,false
4113,Velvet Runner Winter,SolarWave4113,metal,angry,0.01,81,0.16,0.91,0.57,68,2000s,nostalgic|moody,korean,false
4114,Falling Runner Storm,IndigoEcho4114,indie,romantic,0.47,115,0.39,0.53,0.69,43,2000s,tender|moody,portuguese,true
4115,Midnight Fire Glass,EchoEcho4115,lofi,intense,0.55,177,0.46,0.59,0.81,62,2000s,dark|bittersweet,spanish,false
4116,Wild Reverie Library,IronRoom4116,edm,happy,0.49,149,0.69,0.48,0.45,84,2000s,introspective|dark,german,false
4117,Distant Parade Storm,SolarEcho4117,indie,energetic,0.47,75,0.27,0.66,0.68,41,2000s,uplifting|moody,spanish,false
4118,Silent Sky Silent,Lunar74118,hiphop,sad,0.60,95,0.25,0.69,0.00,92,1990s,bright|nostalgic,hindi,false
4119,Midnight City Rooftop,PixelMachine4119,rnb,energetic,0.32,73,0.39,0.74,0.14,46,2010s,nostalgic|tender,korean,false
4120,Shadow Bloom Silent,GlassCollective4120,kpop,chill,0.43,177,0.43,0.18,0.81,32,2000s,focused|playful,french,false
4121,Glass Road Frozen,SilverUnion4121,rock,hopeful,0.27,113,0.52,0.78,0.54,66,1980s,dark|focused,korean,false
4122,Midnight Coding Sunrise,PixelRoom4122,indie,melancholy,0.54,109,0.44,0.50,0.30,44,2020s,warm|tender,french,false
4123,Broken Sky Velvet,CrimsonGarden4123,rnb,chill,0.74,65,0.57,0.63,0.26,58,2000s,cozy|warm,german,false
4124,Storm Fire Summer,StaticMachine4124,latin,peaceful,0.46,126,0.74,0.60,0.43,45,1990s,bright|playful,spanish,false
4125,Velvet Heart Faded,SilverCollective4125,pop,romantic,0.40,110,0.55,0.25,0.71,38,2010s,bittersweet|triumphant,german,false
4126,Sunrise Nights Glass,CosmicMachine4126,rnb,happy,0.86,155,1.00,0.33,0.56,38,2020s,nostalgic|focused,japanese,false
4127,Distant Rain Amber,CosmicSound4127,latin,sad,1.00,128,0.26,0.72,0.64,52,2020s,warm|nostalgic,korean,false
4128,Winter Pulse Falling,SilverSound4128,classical,intense,0.22,177,0.23,0.85,0.11,61,2000s,moody|triumphant,french,true
4129,Midnight Heart Shadow,StaticEcho4129,latin,peaceful,0.65,77,0.67,0.48,0.45,48,1970s,nostalgic|wistful,english,true
4130,Velvet Pulse Summer,PaperWave4130,edm,hopeful,0.49,138,0.45,0.56,0.55,61,2000s,tender|cozy,hindi,false
4131,Wild Dreams Winter,IndigoSociety4131,reggae,intense,0.26,122,0.58,0.47,0.68,34,2020s,uplifting|warm,german,false
4132,Silent Rain Velvet,VoltHouse4132,hiphop,intense,0.22,142,0.78,0.81,0.77,98,2000s,dreamy|playful,hindi,false
4133,Shadow Motion Sunrise,LoEcho4133,edm,hopeful,0.71,77,0.63,0.20,0.38,79,2010s,focused|bright,english,false
4134,Amber Echo City,GlassSound4134,reggae,energetic,0.61,122,0.38,0.41,0.17,15,2000s,tender|nostalgic,portuguese,false
4135,Glass Echo Summer,CrimsonRiders4135,latin,intense,0.46,144,0.43,0.19,0.04,28,2000s,cozy|uplifting,portuguese,false
4136,Desert City Ocean,GoldenUnion4136,edm,energetic,0.48,73,0.19,0.98,0.49,42,2000s,introspective|nostalgic,spanish,false
4137,Falling Nights Burning,PixelTheory4137,edm,intense,0.60,94,0.73,0.29,0.41,75,1970s,triumphant|gritty,japanese,false
4138,Faded City Electric,PixelWave4138,indie,happy,0.58,108,0.52,0.55,0.00,36,1990s,bright|moody,korean,false
4139,Iron Streets Wild,IndigoCircuit4139,reggae,sad,0.36,101,0.73,0.52,0.17,46,1980s,gritty|playful,spanish,false
4140,Faded Waves Wild,IndigoRoom4140,classical,melancholy,0.34,82,0.64,0.25,0.64,70,2020s,aggressive|bright,spanish,false
4141,Ocean Motion Sunrise,CosmicGarden4141,edm,melancholy,0.52,65,0.17,0.89,0.57,86,2010s,bittersweet|focused,english,false
4142,Hollow Nights Amber,Lo74142,country,intense,0.29,72,0.63,0.35,0.80,73,1990s,gritty|warm,german,true
4143,Amber Heart Distant,NovaGarden4143,indie,hopeful,1.00,61,0.45,1.00,0.24,51,2020s,dark|warm,hindi,false
4144,Wild Parade Frozen,PixelTheory4144,indie,chill,0.53,185,0.11,0.65,0.30,56,1980s,fierce|dark,spanish,false
4145,Ocean Fire Golden,Indigo74145,edm,peaceful,0.78,108,0.47,0.40,0.15,13,2010s,aggressive|focused,german,false
4146,Winter Streets Desert,EchoRoom4146,jazz,sad,0.81,123,0.28,0.71,0.16,42,2020s,tender|triumphant,japanese,false
4147,Golden Bloom Silent,NeonRiders4147,reggae,energetic,0.70,83,0.83,0.73,0.19,53,1980s,dreamy|fierce,portuguese,false
4148,Amber Parade Faded,StaticCollective4148,edm,intense,0.96,172,0.09,0.61,0.40,39,2000s,dark|moody,french,false
4149,Crystal Motion Burning,GlassSociety4149,hiphop,melancholy,1.00,147,0.50,0.84,0.25,76,1980s,bright|wistful,japanese,false
4150,Ocean Dreams Hollow,VelvetGarden4150,country,romantic,0.24,93,0.21,0.75,0.00,33,1970s,uplifting|focused,portuguese,false
4151,Frozen Echo Sunrise,ShadowCircuit4151,country,peaceful,0.61,109,0.74,0.49,0.36,25,2010s,dark|aggressive,hindi,false
4152,Shadow Reverie Burning,EchoMachine4152,country,intense,0.42,66,0.65,0.58,0.00,70,2010s,bittersweet|fierce,english,false
4153,Velvet Nights Faded,NeonSociety4153,reggae,hopeful,0.47,130,0.71,0.59,0.00,70,1980s,dark|playful,spanish,false
4154,Faded Static Distant,VelvetLanterns4154,rnb,romantic,0.58,130,0.35,0.99,0.43,12,2010s,bright|focused,portuguese,false
4155,Broken Fire Library,StaticTheory4155,pop,romantic,0.59,115,0.16,0.51,0.53,63,2000s,uplifting|cozy,portuguese,false
4156,Silent Heart Midnight,CrimsonTheory4156,folk,sad,0.63,82,0.15,0.43,0.72,30,1980s,triumphant|aggressive,portuguese,false
4157,Storm Drift Neon,NovaRoom4157,folk,peaceful,0.46,111,0.57,0.74,0.00,34,1980s,fierce|triumphant,portuguese,false
4158,Hollow Nights City,IndigoLanterns4158,folk,chill,0.68,134,0.65,0.43,0.33,78,1980s,moody|tender,french,false
4159,Storm Signal Wild,NovaDrift4159,metal,chill,0.44,161,0.39,0.88,0.87,54,2020s,cozy|nostalgic,hindi,false
4160,Distant Hymn Winter,IronSound4160,folk,melancholy,0.21,135,0.30,0.45,0.24,53,1990s,bittersweet|cozy,korean,false
4161,Glass City Faded,GlassCollective4161,jazz,happy,0.50,73,0.45,0.62,0.16,92,1990s,bittersweet|triumphant,korean,false
4162,Golden Dreams Burning,EchoMachine4162,pop,angry,0.46,63,0.19,0.18,0.62,4,2000s,wistful|focused,korean,false
4163,Burning Rain Amber,SilverMachine4163,folk,energetic,0.66,145,0.37,0.30,1.00,52,2020s,tender|wistful,spanish,false
4164,Desert Motion Amber,CrimsonUnion4164,metal,intense,0.29,101,0.54,0.88,0.43,71,2020s,playful|wistful,spanish,false
4165,Paper Road Frozen,EchoHouse4165,reggae,romantic,0.49,115,0.13,0.59,0.00,32,1970s,uplifting|cozy,korean,false
4166,Golden Rain Velvet,NovaProject4166,country,energetic,0.82,77,0.98,0.58,0.01,81,2000s,aggressive|tender,french,false
4167,Rising Echo Silent,IronDrift4167,rnb,sad,0.45,132,0.39,0.47,0.22,59,2000s,wistful|focused,japanese,false
4168,Rising Horizon Crystal,LunarRoom4168,classical,intense,0.54,105,0.25,0.53,0.59,75,1980s,uplifting|tender,german,false
4169,Electric Dreams Storm,AmberDrift4169,jazz,sad,0.16,88,0.42,0.62,0.57,80,1970s,warm|cozy,hindi,false
4170,Wild Reverie Iron,SilverLanterns4170,rock,chill,0.44,126,0.22,1.00,0.32,66,1970s,bittersweet|introspective,german,false
4171,Faded Static Winter,EchoHouse4171,indie,happy,0.62,53,0.99,0.11,0.38,42,1990s,bright|wistful,portuguese,false
4172,Crystal Heart Amber,PaperSociety4172,indie,angry,1.00,50,0.75,0.59,0.22,56,2010s,triumphant|cozy,hindi,false
4173,Wild Sky Velvet,Indigo74173,folk,chill,0.29,157,0.24,0.81,0.07,60,2020s,cozy|warm,german,true
4174,Falling Runner Paper,PixelSociety4174,jazz,romantic,0.38,103,0.90,0.12,0.00,67,2000s,playful|triumphant,hindi,true
4175,Desert Nights Faded,PixelGarden4175,kpop,romantic,0.20,130,0.52,0.60,1.00,31,2000s,bittersweet|triumphant,english,false
4176,Paper Static Ocean,IronSound4176,rock,romantic,1.00,112,0.01,0.67,0.09,55,2010s,uplifting|triumphant,german,false
4177,Golden Hymn Silent,IronLanterns4177,rock,chill,0.01,175,0.82,0.63,0.23,63,2000s,tender|cozy,korean,false
4178,Faded Drift Faded,NeonGarden4178,pop,energetic,0.97,100,0.43,0.51,0.70,45,1980s,moody|tender,spanish,false
4179,Burning Sky Sunrise,CrimsonRiders4179,folk,sad,0.67,128,0.37,0.49,0.13,49,1990s,tender|aggressive,french,false
4180,Burning Runner Sunrise,Neon74180,indie,angry,0.29,111,0.90,0.62,0.11,63,2020s,uplifting|cozy,german,false
4181,Distant Signal Golden,GoldenRiders4181,lofi,happy,0.61,85,0.40,0.15,0.63,68,1990s,nostalgic|bright,japanese,false
4182,Distant Signal Falling,IronSignal4182,classical,melancholy,0.03,137,0.26,0.27,0.55,43,1970s,triumphant|gritty,german,false
4183,Amber Waves Falling,IndigoParade4183,pop,sad,0.44,114,0.42,0.93,0.74,59,1980s,nostalgic|bittersweet,hindi,false
4184,Frozen Motion Burning,IndigoMachine4184,edm,happy,0.50,149,0.79,0.43,1.00,46,2020s,fierce|gritty,hindi,false
4185,Summer Fire Velvet,Silver74185,classical,hopeful,0.74,65,0.86,0.59,0.49,85,1980s,moody|dark,hindi,true
4186,City Dreams Frozen,GoldenCircuit4186,reggae,happy,0.64,116,0.31,0.43,0.28,34,1980s,triumphant|warm,hindi,false
4187,Falling Fire Ocean,EchoSignal4187,kpop,melancholy,0.68,99,0.40,0.93,0.00,55,1980s,bright|introspective,english,false
4188,Midnight Horizon Storm,Lo74188,kpop,chill,0.72,71,0.00,0.79,0.50,69,2000s,introspective|playful,hindi,false
4189,Summer Waves Electric,CosmicSignal4189,rock,energetic,0.76,105,0.58,0.79,0.58,53,2000s,gritty|nostalgic,spanish,false
4190,Golden Dreams Summer,Silverline4190,latin,melancholy,0.55,102,1.00,0.48,0.74,37,2010s,dreamy|dark,hindi,false
4191,Crystal Nights Summer,IndigoProject4191,rock,intense,1.00,61,0.58,0.70,0.31,57,2000s,introspective|nostalgic,portuguese,false
4192,Distant Motion Electric,LoDrift4192,kpop,happy,0.37,73,0.37,0.72,0.21,63,2000s,dark|bright,french,false
4193,Wild Echo Glass,GlassSound4193,lofi,melancholy,0.45,86,0.50,0.76,0.51,42,1980s,moody|playful,french,true
4194,Paper Waves Shadow,LoRoom4194,lofi,hopeful,0.78,83,0.56,0.36,0.33,72,1970s,nostalgic|gritty,korean,true
4195,Falling Runner Velvet,VelvetMachine4195,kpop,peaceful,0.74,114,0.32,0.71,0.55,69,2020s,cozy|triumphant,korean,false
4196,Hollow City Distant,Solarline4196,lofi,melancholy,0.55,102,0.68,0.16,0.47,64,2010s,aggressive|triumphant,german,false
4197,Iron Drift Neon,GlassUnion4197,hiphop,peaceful,0.45,144,0.35,0.76,0.18,70,1990s,tender|gritty,japanese,false
4198,Silent Heart Electric,GlassSociety4198,rock,melancholy,0.80,81,0.26,0.74,0.53,73,2020s,nostalgic|moody,portuguese,false
4199,Frozen Sky Sunrise,NovaSound4199,edm,energetic,0.97,122,0.52,0.40,0.11,43,1980s,dark|focused,french,false
4200,Storm Road Rooftop,StaticRiders4200,rnb,intense,0.43,91,0.44,0.40,0.41,61,1980s,focused|gritty,portuguese,false
4201,Distant Nights Rooftop,CrimsonLanterns4201,folk,hopeful,0.39,173,0.67,0.46,0.06,100,2010s,dreamy|playful,korean,false
4202,Rising Runner Silent,StaticProject4202,metal,melancholy,0.53,98,0.39,0.53,0.79,28,1980s,fierce|playful,english,false
4203,Paper City Iron,EchoSound4203,metal,energetic,0.68,123,1.00,0.63,0.71,50,2000s,fierce|gritty,english,false
4204,Crystal Reverie Summer,IndigoSignal4204,lofi,peaceful,0.38,118,0.56,0.16,0.50,44,1990s,warm|gritty,german,false
4205,City Nights Faded,PaperRiders4205,jazz,melancholy,0.68,150,0.18,0.86,0.36,82,1990s,tender|dark,spanish,false
4206,Library Horizon Distant,PixelSociety4206,latin,angry,0.09,66,0.50,0.53,0.71,67,1990s,introspective|uplifting,japanese,false
4207,Wild Parade Glass,StaticTheory4207,folk,romantic,0.43,98,0.59,0.49,0.32,50,1990s,cozy|uplifting,japanese,false
4208,Ocean Reverie Paper,AmberProject4208,metal,intense,0.40,77,0.62,0.59,0.64,44,2010s,nostalgic|focused,korean,false
4209,Paper Runner Burning,Paper74209,folk,happy,0.98,149,0.43,0.18,0.19,29,2010s,bittersweet|dreamy,english,true
